author_sort,title,series,series_index,Stars (out of 5)
"Austen, Jane",Sense and sensibility,,1,5
"Austen, Jane & Grahame-Smith, Seth",Pride and prejudice and zombies: the classic Regency romance -- now with ultraviolent zombie mayhem!,Pride and Prejudice and Zombies series,1,4
"Auster, Paul",Sunset Park,,1,5
"Austin, Denise","Denise's Daily Dozen: The Easy, Every Day Program to Lose Up to 12 Pounds in 2 Weeks",,1,5
"Austin, Lynn N.",Candle in the Darkness,,1,5
"Authors, Dell Magazine","Analog SFF, December 2009",,1,5
Avi,Crispin: At the Edge of the World,,1,5
Avi,The Book Without Words: A Fable of Medieval Magic,,1,5
"Baatz, Simon","For the Thrill of It: Leopold, Loeb, and the Murder That Shocked Jazz Age Chicago",,1,5
"Bacevich, Andrew J.",Washington Rules: America's Path to Permanent War,,1,5
"Bacigalupi, Paolo",Pump Six and Other Stories,,1,5
"Bacigalupi, Paolo",The Windup Girl,,1,5
"Bacus, Kathleen",Calamity Jayne,Tressa Jayne Turner Mysteries,1,5
"Baer, Robert & Baer, Dayna",The Company We Keep: A Husband-And-Wife True-Life Spy Story,,1,5
"Baggett, Jennifer & Pressner, Amanda & Corbett, Holly C.",The Lost Girls: Three Friends. Four Continents. One Unconventional Detour Around the World.,,1,5
"Baggett, Nancy","Kneadlessly Simple: Fabulous, Fuss-Free, No-Knead Breads",,1,5
"Bailey, Blake",Cheever: A Life,,1,5
"Bailey, Elisabeth Tova",The Sound of a Wild Snail Eating,,1,5
"Bainbridge, Beryl",An Awfully Big Adventure,,1,5
"Bainbridge, Beryl",Another Part of the Wood,,1,5
"Bainbridge, Beryl",Every Man for Himself,,1,5
"Bainbridge, Beryl",Injury Time,,1,5
"Bainbridge, Beryl",Master Georgie,,1,3
"Bainbridge, Beryl",The Bottle Factory Outing,,1,5
"Bainbridge, Beryl",The Dressmaker,,1,5
"Baker, Deb",Dolled Up for Murder,Dolls to Die For,1,5
"Baker, Deb",Goodbye Dolly,Dolls to Die For,2,5
"Baker, Deb",Dolly Departed,Dolls to Die For,3,5
"Baker, Deb",Ding Dong Dead,Dolls to Die For,4,5
"Baker, E. D.",The Frog Princess,Tales of the Frog Princess,1,5
"Baker, Keith",City of Towers: The Dreaming Dark,The Dreaming Dark,1,5
"Baker, Keith",The Shattered Land: The Dreaming Dark,The Dreaming Dark,2,5
"Baker, Keith",The Gates of Night: The Dreaming Dark,The Dreaming Dark,3,5
"Baker, Keith",The Queen of Stone: Thorn of Breland,Thorn of Breland,1,5
"Baker, Keith",Son of Khyber: Thorn of Breland,Thorn of Breland,2,5
"Baker, Keith",The Fading Dream: Thorn of Breland,Thorn of Breland,3,5
"Baker, Pip & Baker, Jane",Doctor Who: The Mark of the Rani,Doctor Who: Target,107,3
"Baker, Pip & Baker, Jane",Doctor Who: Terror of the Vervoids,Doctor Who: Target,125,3
"Baker, Pip & Baker, Jane",Doctor Who: Time and the Rani,Doctor Who: Target,128,3
"Baker, Pip & Baker, Jane",Doctor Who: The Trial of a Time Lord : The Ultimate Foe,Doctor Who: Target,131,3
"Baker, Richard",Farthest Reach: The Last Mythal,Forgotten Realms: The Last Mythal,2,5
"Baker, Richard",Final Gate: The Last Mythal,Forgotten Realms: The Last Mythal,3,5
"Baker, Richard",Forsaken House: The Last Mythal,,1,5
"Bakewell, Sarah",How to Live: A Life of Montaigne in One Question and Twenty Attempts at an Answer,,1,5
"Bakker, R. Scott",The Thousandfold Thought,Prince of nothing,3,5
"Bakker, R. Scott",The Darkness That Comes Before,The Prince of Nothing,1,3
"Bakker, R. Scott",The Warrior Prophet,The Prince of Nothing,2,3
"Bakker, R. Scott",Disciple of the Dog,,1,5
"Baksi, Kurdo","Stieg Larsson, My Friend",,1,5
"Baldacci, David",The Camel Club,Camel Club,1,4
"Baldacci, David",The collectors,Camel Club,2,3
"Baldacci, David",Divine justice,Camel Club,4,4
"Baldacci, David",Total Control,Novel,2,3
"Baldacci, David",The winner,Novel,3,4
"Baldacci, David",Saving Faith,Novel,5,3
"Baldacci, David",Wish You Well,Novel,6,4
"Baldacci, David",The Christmas train,Novel,8,3
"Baldacci, David",True Blue,Novel,9,5
"Baldacci, David",Hour Game,Sean King and Michelle Maxwell,2,3
"Baldacci, David",Simple Genius,Sean King and Michelle Maxwell,3,3
"Baldacci, David",First Family,Sean King and Michelle Maxwell,4,4
"Baldacci, David",The Sixth Man,Sean King and Michelle Maxwell,5,5
"Baldacci, David",The whole truth,Shaw,1,3
"Baldacci, David",Deliver Us From Evil,Shaw,2,4
"Baldacci, David",No Time Left,,1,5
"Baldwin, Rosecrans",You Lost Me There,,1,5
"Bale, Tom",Skin and Bones,,1,5
"Ball, Toby",The Vaults,,1,5
"Ballard, J. G.",Crash,,1,4
"Ballard, J. G.",Empire of the Sun,,1,5
"Ballard, J. G.",The Drowned World,,1,4
"Ballard, Mignon F.",Shadow of an Angel,Augusta Goodnight,3,5
"Ballard, Mignon F.",The Angel Whispered Danger,,1,5
"Balzac, Honore De",The Unknown Masterpiece,,1,5
"Banks, David",Doctor Who: Iceberg,Doctor Who: New Adventures,18,4
"Banks, Iain M.",Consider Phlebas,The Culture,1,5
"Banks, Iain M.",The Player of Games,The Culture,2,5
"Banks, Iain M.",Use of Weapons,The Culture,3,5
"Banks, Iain M.",Excession,The Culture,4,4
"Banks, Iain M.",Inversions,The Culture,5,4
"Banks, Iain M.",Look to Windward,The Culture,6,5
"Banks, Iain M.",Matter,The Culture,7,5
"Banks, Iain M.",Surface Detail,The Culture,8,5
"Banks, Iain M.",Against a Dark Background,,1,5
"Banks, Iain M.",The Algebraist,,1,5
"Banks, Iain M.",The Crow Road,,1,5
"Banks, Iain M.",The Wasp Factory,,1,5
"Banks, Iain M.",Transition,,1,5
"Banks, Maya",The Darkest Hour,The Kelly Series,1,5
"Banner, Catherine",The Eyes of a King,Last Descendants,1,5
"Banner, Catherine",Voices in the Dark,Last Descendants,2,5
"Banville, John",Birchwood,,1,5
"Banville, John",Eclipse: A Novel,,1,5
"Banville, John",Prague pictures: portraits of a city,,1,5
"Banville, John",The Infinities,,1,5
"Banville, John",The Sea,,1,5
"Banville, John",The Untouchable,,1,5
"Barber, Christine",The Bone Fire: A Mystery,,1,5
"Barber, Christine",The Replacement Child,,1,5
"Barber, Lynn",An Education,,1,5
"Barbieri, Heather",The Lace Makers of Glenmara,,1,5
"Barbieri, Maggie",Extracurricular Activities,Murder 101 Mystery,2,5
"Barclay, James",Elfsorrow,Legends of the Raven,1,5
"Barclay, James",Elves: Once Walked with Gods,,1,4
"Barclay, Linwood",No Time for Goodbye,,1,5
"Barclay, Patrick",'Football - Bloody Hell!': The Story of Alex Ferguson,,1,5
"Barger, Sonny & Holmstrom, Darwin",Let's Ride: Sonny Barger's Guide to Motorcycling,,1,5
"Barker, Clive",Imajica: Annotated Edition,,1,5
"Barker, Clive",The Hellbound Heart,,1,4
"Barker, Juliet R. V.",Agincourt: Henry v and the Battle That Made England,,1,5
"Barker, Kim",The Taliban Shuffle: Strange Days in Afghanistan and Pakistan,,1,5
"Barnes, Steven",Star Wars: The Cestus Deception,Star Wars: 21 BBY,1,3
"Barnes, Steven",Star Wars: The Hive,Star Wars: 21 BBY,2,3
"Barnhouse, Rebecca",The Coming of the Dragon,,1,5
"Barnstone, Tony & Chou, Ping",The Anchor Book of Chinese Poetry,,1,5
"Baron, Helen",Perfect Personality Profiles,,1,5
"Barone, Sam",Quest for Honour,,1,5
"Barr, Nevada",Track of the Cat,Anna Pigeon Mysteries,1,5
"Barrett, Julia",Beauty and the Feast,,1,5
"Barrett, Raymond Charles",Short Story Writing,,1,5
"Barrie, James M.",Peter Pan,,1,5
"Barrie, James M.",Peter Pan in Kensington Gardens and Peter and Wendy,,1,4
"Barrington, Vanessa & Remington, Sara",D.I.Y. Delicious: Recipes and Ideas for Simple Food From Scratch,,1,5
"Barron, Sandra Rodriguez",The Heiress of Water: A Novel,,1,5
"Barron, Stephanie",Jane and the Unpleasantness at Scargrave Manor: Being the First Jane Austen Mystery,A Jane Austen Mystery,1,5
"Barron, Stephanie",Jane and the man of the cloth,A Jane Austen Mystery,2,5
"Barron, Stephanie",Jane and the Prisoner of Wool House,A Jane Austen Mystery,6,5
"Barron, Stephanie",Jane and the Madness of Lord Byron: Being A Jane Austen Mystery,Jane Austen Mystery,10,5
"Barry, John M.",Rising tide: the great Mississippi flood of 1927 and how it changed America,,1,5
"Barry, Lynda",Cruddy,,1,5
"Barry, Max",Company,,1,5
"Barry, Sebastian",Annie Dunne,,1,5
"Barth, Wolfgang","Nagios: System and Network Monitoring, 2nd Edition",,1,5
"Barton, Beverly",Silent Killer,Griffin Powell,5,5
"Barton, Beverly",Sanctuary,Raintree,3,4
"Barton, Beverly",Don't Cry,,1,5
"Barton, Beverly",Dead by Midnight,,6,5
"Bartulin, Lenny",Death by the Book,,1,5
"Bass, Jefferson",Carved in Bone,Body Farm,1,5
"Bass, Jefferson",Flesh and Bone: A Body Farm Novel,Body Farm,2,5
"Bass, Jefferson",The Devil's Bones: A Body Farm Novel,Body Farm,3,5
"Bassingthwaite, Don",The Doom of Kings: Legacy of Dhakaan,Legacy of Dhakkan,1,5
"Bassingthwaite, Don",Word of Traitors: Legacy of Dhakaan,Legacy of Dhakkan,2,5
"Bassingthwaite, Don",The Tyranny of Ghosts: Legacy of Dhakaan,Legacy of Dhakkan,3,5
"Bast, Anya",Wicked Enchantment,Dark Magic,1,5
"Bast, Anya",Witch Fire,Elemental Witches,1,4
"Bast, Anya",Witch Blood,Elemental Witches,2,5
"Bast, Anya",Witch Heart,Elemental Witches,3,5
"Bast, Anya",Witch Fury,Elemental Witches,4,5
"Bastianich, Joe",Pasta Perfect,,1,4
"Bastianich, Lidia Matticchio & Manuali, Tanya Bastianich",Lidia Cooks from the Heart of Italy: A Feast of 175 Regional Recipes,,1,5
"Batali, Mario & Ladner, Mark",Molto Gusto: Easy Italian Cooking,,1,5
"Battles, Brett",The Unwanted,,1,5
"Bauer, Belinda",Darkside: A Novel,,1,5
"Bauer, Joy & Svec, Carol",Joy Bauer's Food Cures,,1,5
"Bauermeister, Erica",The Monday Night Cooking School,,1,5
"Baum, L. Frank",The Wizard of Oz (Puffin Classics),Wizard of Oz,1,5
"Baum, Lyman Frank",The Wonderful Wizard of Oz,Oz : Famous Forty,1,5
"Baum, Lyman Frank",The Marvelous Land of Oz,Oz : Famous Forty,2,4
"Baum, Lyman Frank",Ozma of Oz,Oz : Famous Forty,3,4
"Baum, Lyman Frank",Dorothy and the Wizard in Oz,Oz : Famous Forty,4,4
"Baum, Lyman Frank",The road to Oz,Oz : Famous Forty,5,4
"Baum, Lyman Frank",The Emerald City of Oz,Oz : Famous Forty,6,4
"Baum, Lyman Frank",The Sea Fairies,Trot and Cap'n Bill Series,1,4
"Baum, Lyman Frank",Sky island: being the further exciting adventures of Trot and Cap'n Bill after their visits to the sea fairies,Trot and Cap'n Bill Series,2,4
"Baum, Lyman Frank",A Kidnapped Santa Claus,,1,4
"Baum, Lyman Frank",The Life and Adventures of Santa Claus,,1,4
"Baverstock, Alison",How to Get a Job in a Museum Or Art Gallery,,1,5
"Baxendale, Trevor",Doctor Who: The Janus Conjunction,Doctor Who: Eight Doctor,16,3
"Baxendale, Trevor",Doctor Who: Coldheart,Doctor Who: Eight Doctor,33,3
"Baxendale, Trevor",Doctor Who: Eater of Wasps,Doctor Who: Eight Doctor,45,3
"Baxendale, Trevor",Doctor Who: The Deadstone Memorial,Doctor Who: Eight Doctor,71,3
"Baxendale, Trevor",Doctor Who: Wishing Well,Doctor Who: New Series,19,3
"Baxendale, Trevor",Doctor Who: Fear of the Dark,Doctor Who: Past Adventures,58,3
"Baxendale, Trevor",Doctor Who: Something in the Water,Doctor Who: Torchwood,4,5
"Baxendale, Trevor",Doctor Who: The Undertaker's Gift,Doctor Who: Torchwood,14,5
"Baxter, Charles",Gryphon: New and Selected Stories,,1,5
"Baxter, Stephen",Stone Spring,Northland Saga,1,5
"Baxter, Stephen",Raft,Xeelee Sequence,1,4
"Baxter, Stephen",Timelike infinity,Xeelee Sequence,2,4
"Baxter, Stephen",Flux,Xeelee Sequence,3,4
"Baxter, Stephen",Ring,Xeelee Sequence,4,4
"Baxter, Stephen",Vacuum Diagrams,Xeelee Sequence,5,4
"Baxter, Stephen",Xeelee Novellas,Xeelee Sequence,6,4
"Baxter, Stephen",Evolution: a novel,,1,5
"Bayard, Louis",The Pale Blue Eye: A Novel,,1,3
"Bayly, Christopher & Harper, Tim",Forgotten Wars: Freedom and Revolution in Southeast Asia,,1,5
"Bazell, Josh",Beat the Reaper: A Novel,,1,5
"Beagle, Peter S. & Gaiman, Neil & Martin, George R. R.",The Way of the Wizard,,1,5
"Beale, Elaine",Another Life Altogether: A Novel,,1,5
"Bear, Greg",Halo: Cryptum,Forerunner Saga,1,5
"Bear, Greg",Quantico,Quantico,1,5
"Bear, Greg",Star Wars: Rogue Planet,Star Wars: 29 BBY,1,3
"Bear, Greg",Anvil of Stars,The Forge of God,2,5
"Bear, Greg",Blood Music,,1,5
"Bear, Greg",Hull Zero Three,,1,5
"Beard, Henry",X-Treme Latin: Lingua Latina Extrema: All the Latin You Need to Know for Surviving the 21st Century,,1,5
"Beard, James",James Beard's New Fish Cookery,,1,5
"Beaton, M. C.",The Deadly Dance,30,15,5
"Beaton, M. C.",Snobbery With Violence,Edwardian,1,5
"Beaton, M. C.",Death of a Gossip,Hamish MacBeth,1,4
"Beaton, M. C.",Death of a Cad,Hamish MacBeth,2,4
"Beaton, M. C.",Death of an Outsider,Hamish MacBeth,3,4
"Beaton, M. C.",Death of a Perfect Wife,Hamish MacBeth,4,4
"Beaton, M. C.",Death of a Hussy,Hamish MacBeth,5,4
"Beaton, M. C.",Death of a Snob,Hamish MacBeth,6,4
"Beaton, M. C.",Death of a Prankster,Hamish MacBeth,7,4
"Beaton, M. C.",Death of a Travelling Man,Hamish MacBeth,9,4
"Beaton, M. C.",Death of a Dentist,Hamish MacBeth,13,4
"Beaton, M. C.",Death of a Scriptwriter,Hamish MacBeth,14,4
"Beaton, M. C.",Death of an Addict,Hamish MacBeth,15,4
"Beaton, M. C.",Death of a Valentine,Hamish MacBeth,26,5
"Beaton, M. C.",Death of a Chimney Sweep,,1,5
"Beaton, M. C.",Sick of Shadows,,1,5
"Beattie, Ann",The New Yorker Stories,,1,5
Becker,Brains: A Zombie Memoir,,1,5
"Becker, James",The Messiah Secret,,1,5
"Becker, James",The Moses Stone,,1,5
"Beckett, Bernard",Genesis,,1,4
"Beckett, Galen",The House on Durrow Street,Ivy Lockwell,2,5
"Beckett, Samuel","Three Novels: Molloy, Malone Dies, The Unnamable",Beckett's Trilogy,1,3
"Beckmann, David",Exodus From Hunger: We Are Called to Change the Politics of Hunger,,1,5
"Beesley, Lawrence",The Loss of the SS. Titanic,,1,5
"Begley, Louis",Wartime Lies,,1,5
"Bekoff, Marc",The Animal Manifesto: Six Reasons for Expanding Our Compassion Footprint,,1,5
"Belfer, Lauren",A Fierce Radiance: A Novel,,1,5
"Believer, The","You're a Horrible Person, But I Like You: The Believer Book of Advice",,1,5
"Bell, Charles & Kindahl, Mats & Thalmann, Lars",MySQL High Availability,,1,5
"Bell, James Scott",Revision & Self-Editing: Techniques for Transforming Your First Draft Into a Finished Novel,,1,3
"Bell, James Scott",Try Fear,,1,5
"Bell, Madison Smartt",Master of the Crossroads,Haiti,2,5
"Bell, Madison Smartt",All Souls' Rising,,1,5
"Bell, Madison Smartt",Devil's dream,,1,5
"Bell, Nancy",Biggie and the Devil Diet,Biggie Weatherford Mysteries,6,5
"Bell, Rob",Love Wins: Telling a New Story About Heaven and Hell. By Rob Bell,,1,5
"Bell, Steve & Bass, Dick & Morrow, Pat",Seven Summits: The Quest to Reach the Highest Point on Every Continent,,1,5
"Bell, Ted",Warlord: An Alex Hawke Novel,Alexander Hawke,6,5
"Bell, William",Alma,,1,5
"Bell, William",The Blue Helmet,,1,5
"Bellow, Saul & Taylor, Benjamin",Saul Bellow: Letters,,1,5
"Benatar, Pat & Cox, Patsi Bale",Between a Heart and a Rock Place: A Memoir,,1,5
"Bender, Mike & Chernack, Doug",Awkward Family Photos,,1,5
"Benedict, Alexandra",The Notorious Scoundrel,,1,5
"Benedict, Jeff",Little Pink House: A True Story of Defiance and Courage,,1,5
"Benedictus, David & Burgess, Mark",Return to the Hundred Acre Wood,Winnie-the-Pooh,5,5
"Benefiel, Stacey Wallace & Wallace, Valerie & Benefiel, Robert",Glimpse,,1,4
"Benford, Gregory",Eater,,1,4
"Benjamin, Melanie",Alice I Have Been: A Novel,,1,5
"Bennett, Christopher L.",Greater Than the Sum,Star Trek: TNG,132,3
"Bennett, Christopher L.",Star Trek: DTI: Watching the Clock,,1,5
"Bennett, Christopher L. & Leisner, William & Swallow, James",Myriad Universes 01: Infinity's Prism,Star Trek: TNG,137,3
"Bennett, Vanora",The People's Queen,,1,5
"Benz, Derek & Lewis, Jon S.",Grey Griffins: The Clockwork Chronicles #1: The Brimstone Key,,1,5
"Berendt, John",Midnight in the Garden of Good and Evil: A Savannah Story,,1,5
"Berenstain, Stan",The Berenstain Bears and Too Much Teasing,,1,5
"Berenstain, Stan & Berenstain, Jan","Old Hat, New Hat",,1,5
"Berenstain, Stan & Berenstain, Jan",The Berenstain Bears and the Spooky Old Tree,,1,5
"Berenstain, Stan & Berenstain, Jan",The Big Honey Hunt,,1,5
"Berenstain, Stan & Berenstain, Jan",The Bike Lesson,,1,5
"Berg, Elizabeth",Durable Goods: A Novel,,1,5
"Berg, Elizabeth",Home Safe: A Novel,,1,5
"Berg, Elizabeth",The Art of Mending: A Novel,,1,5
"Berg, Elizabeth",The Pull of the Moon: A Novel,,1,5
"Berg, Elizabeth",We Are All Welcome Here,,1,5
"Berg, Elizabeth",What We Keep,,1,5
"Berger, Joseph",The World in a City: Traveling the Globe Through the Neighborhoods of the New New York,,1,5
"Bergman, Paul & Berman-Barrett, Sara J.","The Criminal Law Handbook: Know Your Rights, Survive the System",,1,5
"Berney, Lou",Gutshot Straight,,1,5
"Bernhard, Thomas & Dawson, Jack & Anderson, Mark M.",The Loser,,1,5
"Bernhardt, William",Capitol Threat,Ben Kincaid,15,5
"Bernstein, William J.",The Four Pillars of Investing: Lessons for Building a Winning Portfolio,,1,5
"Berry, Jedediah",The Manual of Detection,,1,5
"Berry, Jedediah",The Manual of Detection: A Novel,,1,5
"Berry, Stephen Ames",The Biofab War,Biofab War,1,4
"Berry, Stephen Ames",The Battle for Terra Two,Biofab War,2,4
"Berry, Stephen Ames",The AI War,Biofab War,3,4
"Berry, Stephen Ames",Final Assault,Biofab War,4,4
"Berry, Steve",The Charlemagne Pursuit,Cotton Malone,4,5
"Berry, Steve",The Amber Room,,1,5
"Berry, Steve",The Balkan Escape,,1,5
"Berry, Steve",The Balkan Escape (Short Story): A Cassiopeia Vitt Adventure,,1,5
"Berry, Steve",The Devil's Gold,,1,5
"Berry, Steve",The Romanov Prophecy,,1,5
"Berry, Steve",The Third Secret: A Novel,,1,5
"Bertrand, J. Mark",Back on Murder,,1,5
"Bester, Alfred",The demolished man,,1,4
"Bester, Alfred & Eisenstein, Alex & Eisenstein, Phyllis",The Stars My Destination,,1,4
"Betancourt, Ingrid",Even Silence Has an End: My Six Years of Captivity in the Colombian Jungle,,1,5
"Betancourt, John Gregory",Double Helix 01: Infection,Star Trek: TNG,76,3
"Beukes, Lauren",Zoo City,,1,5
"Bevarly, Elizabeth",Indecent Suggestion,Harlequin Blaze,189,5
"Beyer, Doug",Alara Unbroken,,1,5
"Bhalla, Jag",I'm Not Hanging Noodles on Your Ears and Other Intriguing Idioms from Around the World,,1,5
"Bianchin, Helen","Public Marriage, Private Secrets",Harlequin Presents,2945,5
"Bidmead, Christopher H.",Doctor Who: Logopolis,Doctor Who: Target,41,3
"Bidmead, Christopher H.",Doctor Who: Castrovalva,Doctor Who: Target,76,3
"Bidmead, Christopher H.",Doctor Who: Frontios,Doctor Who: Target,91,3
"Binchy, Maeve",Minding Frankie,,1,5
"Binding, Tim",Island Madness,,1,4
"Birbiglia, Mike",Sleepwalk With Me: And Other Painfully True Stories,,1,5
"Birkegaard, Mikkel",The Library of Shadows,,1,5
"Birken, Gary & M.D.",Code 15,,1,5
"Bischoff, David",Grounded,Star Trek: TNG,32,3
"Bishop, David",Doctor Who: The Domino Effect,Doctor Who: Eight Doctor,62,4
"Bishop, David",Doctor Who: Amorality Tale,Doctor Who: Past Adventures,52,3
"Bishop, George",Letter to My Daughter: A Novel,,1,5
"Bishop-Stall, Shaughnessy",Ghosted,,1,5
"Biss, Gerald",The Door of the Unreal,,1,4
"Bissell, Tom",Extra Lives: Why Video Games Matter,,1,5
"Bisson, Terry",Star Wars: Boba Fett 1: The Fight to Survive,Star Wars: 22 BBY,3,3
"Bisson, Terry",Star Wars: Boba Fett 2: Crossfire,Star Wars: 22 BBY,4,3
"Bissonnette, Zac & Tobias, Andrew","Debt-Free U: How I Paid for an Outstanding College Education Without Loans, Scholarships, or Mooching Off My Parents",,1,5
"Bitterman, Mark","Salted: A Manifesto on the World's Most Essential Mineral, With Recipes",,1,5
"Bittman, Mark",Food Matters: A Guide to Conscious Eating with More Than 75 Recipes,,1,5
"Bittman, Mark",Mark Bittman's Kitchen Express: 404 Inspired Seasonal Dishes You Can Make in 20 Minutes Or Less,,1,5
"Bittman, Mark","The Best Recipes in the World: More Than 1,000 International Dishes to Cook at Home",,1,5
"Bittman, Mark",The Food Matters Cookbook: 500 Revolutionary Recipes for Better Living,,1,5
Bittner,Where Heaven Begins,,1,5
"Black, Bekka",IDrakula,,1,5
"Black, Benjamin",Christine Falls,Quirke,1,4
"Black, Benjamin",The Silver Swan,Quirke,2,3
"Black, Benjamin",Elegy for April,Quirke,3,3
"Black, Holly",Geektastic,,1,5
"Black, Holly",The Poison Eaters: And Other Stories,,1,5
"Black, Ian Stuart",Doctor Who: The Savages,Doctor Who: Target,109,4
"Black, Ian Stuart",Doctor Who: MacRa Terror,Doctor Who: Target,123,4
"Black, Ian Stuart",Doctor Who: War Machine,Doctor Who: Target,136,4
"Black, Lewis",I'm Dreaming of a Black Christmas,,1,5
"Black, Lisa",Takeover,,1,5
"Black, Robin","If I Loved You, I Would Tell You This: Fiction",,1,5
"Black, Sean",Lockdown,Ryan Lock,1,5
"Blackstock, Terri",Vicious Cycle: An Intervention Novel,,1,5
"Blackthorne, Thomas",Edge,,1,5
"Blackwell, Elise",An Unfinished Score,,1,5
"Blair, Clay","Hitler's U-Boat War: The Hunters, 1939-1942",,1,5
"Blair, Tony",A Journey: My Political Life,,1,5
"Blake, Ally",Dating the Rebel Tycoon,,1,5
"Blake, Sarah",The Postmistress,,1,5
"Blanc, Nero",Two down,Crossword Mysteries,2,5
"Blanc, Nero",Death on the Diagonal,Crossword Mysteries,12,5
"Blanding, Michael",The Coke Machine: The Dirty Truth Behind the World's Favorite Soft Drink,,1,5
"Blank-Edelman, David N.",Automating System Administration With Perl,,1,5
"Blatty, William Peter",Crazy,,1,5
"Blatty, William Peter",Dimiter,,1,5
"Blatty, William Peter",Legion,,1,5
"Blatty, William Peter & Kermode, Mark",The Ninth Configuration,,1,5
